file_path,is_corrupted,error,file_size_bytes,sha256,width,height,fps,frame_count,duration_seconds
data/raw/videos/kingfisher.mp4,False,,6574943,f99d2558ec560f85d7366d81cfcf93535531ebc0c588239b3b558f5a6b4e39f1,1080,1920,30.0,211,7.033333333333333
data/raw/videos/crows.mp4,False,,5330949,89536c173b673932faeb6d63173fea311c5083f9ec1bcc378bb35acb6b860595,1280,720,25.0,471,18.84
